Model,RTH1004
SerialNumber,105703
Firmware Version,'1.80.3.4'

Acquisition Time Stamp,2024-02-19 12:50:08.898166757,2024-02-19 12:50:08.898166757
-4.99008,48.867,4.0784
-4.99004,49.18,4.0784
-4.99,49.18,4.0784
-4.98996,49.18,4.2353
-4.98992,49.18,4.0784
-4.98988,49.18,4.2353
-4.98984,49.18,4.0784
-4.9898,49.18,4.0784
-4.98976,49.024,4.0784
-4.98972,49.18,4.0784
-4.98968,49.18,3.9216
-4.98964,49.024,3.9216
-4.9896,49.18,3.7647
-4.98956,49.18,3.6078
-4.98952,49.18,3.451
-4.98948,49.18,3.2941
-4.98944,49.024,3.2941
-4.9894,49.18,2.9804
-4.98936,49.18,2.9804
-4.98932,49.18,2.6667
-4.98928,49.18,2.5098
-4.98924,49.18,2.1961
-4.9892,49.18,2.0392
-4.98916,49.18,1.8824
-4.98912,49.18,1.7255
-4.98908,49.18,1.4118
-4.98904,49.18,1.098
-4.989,49.18,0.78431
-4.98896,49.337,0.62745
-4.98892,49.18,0.31373
-4.98888,49.18,0
-4.98884,49.337,-0.15686
-4.9888,49.18,-0.31373
-4.98876,49.18,-0.31373
-4.98872,49.18,-0.31373
-4.98868,49.18,-0.15686
-4.98864,49.337,-0.15686
-4.9886,49.337,0
-4.98856,49.18,0
-4.98852,49.337,0
-4.98848,49.18,0.15686
-4.98844,49.337,0
-4.9884,49.337,0
-4.98836,49.18,-0.15686
-4.98832,49.337,0
-4.98828,49.337,-0.15686
-4.98824,49.18,0
-4.9882,49.337,0
-4.98816,49.18,0
-4.98812,49.337,0
-4.98808,49.337,0
-4.98804,49.18,0
-4.988,49.494,0
-4.98796,49.337,-0.15686
-4.98792,49.18,-0.15686
-4.98788,49.494,0
-4.98784,49.337,-0.15686
-4.9878,49.337,-0.15686
-4.98776,49.337,0
-4.98772,49.18,-0.15686
-4.98768,49.494,-0.15686
-4.98764,49.494,0
-4.9876,49.337,0
-4.98756,49.494,0
-4.98752,49.337,0.31373
-4.98748,49.337,0.47059
-4.98744,49.337,0.62745
-4.9874,49.18,1.4118
-4.98736,49.494,1.5686
-4.98732,49.494,2.1961
-4.98728,49.337,2.1961
-4.98724,49.494,2.5098
-4.9872,49.337,2.6667
-4.98716,49.337,2.9804
-4.98712,49.494,3.1373
-4.98708,49.337,3.2941
-4.98704,49.494,3.451
-4.987,49.337,3.6078
-4.98696,49.337,3.7647
-4.98692,49.494,3.9216
-4.98688,49.337,3.9216
-4.98684,49.337,4.0784
-4.9868,49.494,4.0784
-4.98676,49.337,4.2353
-4.98672,49.494,4.2353
-4.98668,49.494,4.2353
-4.98664,49.337,4.2353
-4.9866,49.494,4.2353
-4.98656,49.494,4.3922
-4.98652,49.494,4.2353
-4.98648,49.494,4.2353
-4.98644,49.337,4.2353
-4.9864,49.494,4.2353
-4.98636,49.494,4.0784
-4.98632,49.337,4.0784
-4.98628,49.494,3.9216
-4.98624,49.494,3.7647
-4.9862,49.494,3.6078
-4.98616,49.494,3.6078
-4.98612,49.494,3.451
-4.98608,49.494,3.1373
-4.98604,49.494,3.1373
-4.986,49.337,2.9804
-4.98596,49.651,2.6667
-4.98592,49.494,2.5098
-4.98588,49.337,2.3529
-4.98584,49.494,2.0392
-4.9858,49.494,1.8824
-4.98576,49.494,1.7255
-4.98572,49.494,1.4118
-4.98568,49.494,1.098
-4.98564,49.651,0.78431
-4.9856,49.494,0.47059
-4.98556,49.494,0.31373
-4.98552,49.494,0
-4.98548,49.494,-0.15686
-4.98544,49.494,-0.31373
-4.9854,49.651,-0.31373
-4.98536,49.494,-0.31373
-4.98532,49.651,-0.15686
-4.98528,49.494,0
-4.98524,49.494,0.15686
-4.9852,49.651,0
-4.98516,49.494,0
-4.98512,49.494,0
-4.98508,49.494,0
-4.98504,49.494,-0.15686
-4.985,49.651,-0.15686
-4.98496,49.494,-0.15686
-4.98492,49.494,0
-4.98488,49.494,-0.15686
-4.98484,49.337,0
-4.9848,49.494,0
-4.98476,49.494,0
-4.98472,49.494,0
-4.98468,49.651,0
-4.98464,49.494,0
-4.9846,49.494,0
-4.98456,49.651,-0.15686
-4.98452,49.494,-0.15686
-4.98448,49.494,-0.15686
-4.98444,49.494,0
-4.9844,49.337,0
-4.98436,49.494,0
-4.98432,49.494,0
-4.98428,49.337,0
-4.98424,49.494,0
-4.9842,49.337,0
-4.98416,49.494,0
-4.98412,49.494,-0.47059
-4.98408,49.337,0.47059
-4.98404,49.494,1.2549
-4.984,49.494,1.4118
-4.98396,49.337,1.7255
-4.98392,49.494,2.0392
-4.98388,49.337,2.1961
-4.98384,49.337,2.3529
-4.9838,49.494,2.6667
-4.98376,49.337,2.8235
-4.98372,49.494,2.9804
-4.98368,49.494,3.1373
-4.98364,49.337,3.2941
-4.9836,49.494,3.451
-4.98356,49.337,3.6078
-4.98352,49.337,3.6078
-4.98348,49.494,3.7647
-4.98344,49.18,3.7647
-4.9834,49.337,3.9216
-4.98336,49.337,3.9216
-4.98332,49.337,3.9216
-4.98328,49.494,3.9216
-4.98324,49.337,3.9216
-4.9832,49.337,3.9216
-4.98316,49.494,3.9216
-4.98312,49.18,3.9216
-4.98308,49.337,3.9216
-4.98304,49.337,3.7647
-4.983,49.18,3.7647
-4.98296,49.337,3.6078
-4.98292,49.337,3.451
-4.98288,49.337,3.451
-4.98284,49.337,3.2941
-4.9828,49.18,3.1373
-4.98276,49.337,2.9804
-4.98272,49.337,2.8235
-4.98268,49.337,2.5098
-4.98264,49.337,2.3529
-4.9826,49.337,2.1961
-4.98256,49.18,2.0392
-4.98252,49.337,1.8824
-4.98248,49.18,1.5686
-4.98244,49.18,1.2549
-4.9824,49.337,1.098
-4.98236,49.18,0.78431
-4.98232,49.337,0.62745
-4.98228,49.18,0.31373
-4.98224,49.18,-0.15686
-4.9822,49.337,-0.15686
-4.98216,49.18,-0.31373
-4.98212,49.337,-0.47059
-4.98208,49.18,-0.31373
-4.98204,49.18,-0.31373
-4.982,49.18,-0.15686
-4.98196,49.18,0
-4.98192,49.18,0
-4.98188,49.18,0
-4.98184,49.024,0
-4.9818,49.18,0
-4.98176,49.18,0
-4.98172,49.024,-0.15686
-4.98168,49.18,-0.15686
-4.98164,49.18,-0.15686
-4.9816,49.024,-0.15686
-4.98156,49.18,-0.15686
-4.98152,49.024,-0.15686
-4.98148,49.18,0
-4.98144,49.18,0
-4.9814,49.024,0
-4.98136,49.18,0
-4.98132,49.024,0
-4.98128,49.024,0
-4.98124,49.18,-0.15686
-4.9812,49.024,-0.15686
-4.98116,49.18,0
-4.98112,49.18,-0.15686
-4.98108,49.024,0
-4.98104,49.18,0
-4.981,49.024,0
-4.98096,49.024,0
-4.98092,49.18,0
-4.98088,49.024,0
-4.98084,49.024,0
-4.9808,49.024,-0.15686
-4.98076,48.71,0.94118
-4.98072,49.024,0.15686
-4.98068,49.024,1.4118
-4.98064,48.867,1.4118
-4.9806,49.024,1.8824
-4.98056,48.867,1.8824
-4.98052,49.024,2.3529
-4.98048,49.024,2.5098
-4.98044,48.867,2.6667
-4.9804,49.024,2.8235
-4.98036,49.024,2.9804
-4.98032,48.867,3.1373
-4.98028,49.024,3.2941
-4.98024,48.867,3.451
-4.9802,49.024,3.451
-4.98016,49.024,3.6078
-4.98012,48.867,3.6078
-4.98008,49.024,3.7647
-4.98004,48.867,3.7647
-4.98,48.867,3.7647
-4.97996,49.024,3.7647
-4.97992,48.867,3.7647
-4.97988,48.867,3.7647
-4.97984,48.867,3.7647
-4.9798,48.867,3.7647
-4.97976,48.867,3.7647
-4.97972,48.867,3.6078
-4.97968,48.867,3.6078
-4.97964,48.867,3.451
-4.9796,48.867,3.451
-4.97956,48.867,3.2941
-4.97952,48.867,3.1373
-4.97948,48.71,3.1373
-4.97944,48.867,2.8235
-4.9794,48.867,2.8235
-4.97936,48.553,2.6667
-4.97932,48.867,2.3529
-4.97928,48.867,2.1961
-4.97924,48.553,2.0392
-4.9792,49.024,1.7255
-4.97916,48.71,1.5686
-4.97912,48.867,1.4118
-4.97908,48.867,1.098
-4.97904,48.71,0.78431
-4.979,48.867,0.62745
-4.97896,48.867,0.31373
-4.97892,48.71,0
-4.97888,48.867,-0.15686
-4.97884,48.71,-0.31373
-4.9788,48.867,-0.31373
-4.97876,48.867,-0.31373
-4.97872,48.71,-0.31373
-4.97868,48.867,-0.15686
-4.97864,48.71,0
-4.9786,48.71,0
-4.97856,48.867,0
-4.97852,48.71,0
-4.97848,48.867,0
-4.97844,48.867,0
-4.9784,48.71,-0.15686
-4.97836,48.867,-0.15686
-4.97832,48.71,-0.15686
-4.97828,48.71,0
-4.97824,48.867,-0.15686
-4.9782,48.71,0
-4.97816,48.867,0
-4.97812,48.867,0
-4.97808,48.71,0
-4.97804,48.867,0
-4.978,48.71,0
-4.97796,48.71,-0.15686
-4.97792,48.867,0
-4.97788,48.71,-0.15686
-4.97784,48.867,-0.15686
-4.9778,48.867,-0.15686
-4.97776,48.71,0
-4.97772,48.867,-0.15686
-4.97768,48.71,-0.15686
-4.97764,48.71,-0.15686
-4.9776,48.867,0
-4.97756,48.71,0
-4.97752,48.867,-0.15686
-4.97748,48.867,-0.15686
-4.97744,48.71,-0.15686
-4.9774,48.867,1.4118
-4.97736,48.867,0.78431
-4.97732,48.71,1.2549
-4.97728,48.867,1.5686
-4.97724,48.71,1.7255
-4.9772,48.867,2.0392
-4.97716,48.867,2.1961
-4.97712,48.71,2.5098
-4.97708,48.867,2.6667
-4.97704,48.867,2.8235
-4.977,48.71,2.9804
-4.97696,48.867,3.1373
-4.97692,48.867,3.2941
-4.97688,48.867,3.451
-4.97684,48.867,3.451
-4.9768,48.867,3.451
-4.97676,48.867,3.6078
-4.97672,48.867,3.6078
-4.97668,48.71,3.7647
-4.97664,48.867,3.7647
-4.9766,48.71,3.6078
-4.97656,48.867,3.7647
-4.97652,48.867,3.7647
-4.97648,48.71,3.7647
-4.97644,49.024,3.6078
-4.9764,48.867,3.6078
-4.97636,48.71,3.6078
-4.97632,48.867,3.451
-4.97628,48.867,3.2941
-4.97624,48.867,3.2941
-4.9762,48.867,3.1373
-4.97616,48.71,3.1373
-4.97612,48.867,2.8235
-4.97608,48.867,2.8235
-4.97604,48.867,2.5098
-4.976,48.867,2.3529
-4.97596,48.867,2.1961
-4.97592,48.867,2.0392
-4.97588,49.024,1.8824
-4.97584,48.867,1.5686
-4.9758,49.024,1.4118
-4.97576,48.867,1.098
-4.97572,48.867,0.78431
-4.97568,49.024,0.62745
-4.97564,48.867,0.31373
-4.9756,48.867,0
-4.97556,49.024,-0.15686
-4.97552,48.867,-0.31373
-4.97548,49.024,-0.31373
-4.97544,49.024,-0.47059
-4.9754,48.867,-0.31373
-4.97536,49.024,-0.15686
-4.97532,48.867,0
-4.97528,48.867,0
-4.97524,49.024,0
-4.9752,48.867,0.15686
-4.97516,49.024,0
-4.97512,49.024,0
-4.97508,48.867,-0.15686
-4.97504,49.024,-0.15686
-4.975,49.024,-0.15686
-4.97496,48.867,-0.15686
-4.97492,49.024,0
-4.97488,48.867,-0.15686
-4.97484,49.024,0
-4.9748,49.024,0
-4.97476,48.867,0
-4.97472,49.024,0
-4.97468,49.024,-0.15686
-4.97464,49.024,-0.15686
-4.9746,49.024,-0.15686
-4.97456,49.024,-0.15686
-4.97452,49.024,-0.15686
-4.97448,49.024,0
-4.97444,49.024,0
-4.9744,49.18,0
-4.97436,49.024,0
-4.97432,49.024,0
-4.97428,49.18,0
-4.97424,49.024,-0.15686
-4.9742,49.024,-0.15686
-4.97416,49.18,-0.15686
-4.97412,48.867,-0.15686
-4.97408,49.494,-0.15686
-4.97404,49.024,0.94118
-4.974,48.867,0.15686
-4.97396,49.18,1.5686
-4.97392,49.024,1.4118
-4.97388,49.18,1.8824
-4.97384,49.18,2.0392
-4.9738,49.024,2.1961
-4.97376,49.18,2.5098
-4.97372,49.18,2.6667
-4.97368,49.024,2.8235
-4.97364,49.18,2.9804
-4.9736,49.024,2.9804
-4.97356,49.18,3.1373
-4.97352,49.18,3.2941
-4.97348,49.024,3.2941
-4.97344,49.18,3.451
-4.9734,49.024,3.451
-4.97336,49.18,3.6078
-4.97332,49.337,3.6078
-4.97328,49.18,3.6078
-4.97324,49.18,3.6078
-4.9732,49.18,3.6078
-4.97316,49.024,3.7647
-4.97312,49.337,3.6078
-4.97308,49.18,3.451
-4.97304,49.024,3.451
-4.973,49.18,3.451
-4.97296,49.024,3.2941
-4.97292,49.18,3.2941
-4.97288,49.18,3.1373
-4.97284,49.024,2.9804
-4.9728,49.18,2.9804
-4.97276,49.18,2.6667
-4.97272,49.18,2.6667
-4.97268,49.18,2.3529
-4.97264,49.18,2.1961
-4.9726,49.18,2.0392
-4.97256,49.18,1.8824
-4.97252,49.024,1.5686
-4.97248,49.18,1.4118
-4.97244,49.18,1.098
-4.9724,49.024,0.78431
-4.97236,49.18,0.62745
-4.97232,49.18,0.31373
-4.97228,49.18,0
-4.97224,49.18,-0.15686
-4.9722,49.024,-0.31373
-4.97216,49.18,-0.31373
-4.97212,49.18,-0.31373
-4.97208,49.024,-0.15686
-4.97204,49.18,0
-4.972,49.18,0
-4.97196,49.18,0
-4.97192,49.337,0.15686
-4.97188,49.18,0
-4.97184,49.18,0
-4.9718,49.18,0
-4.97176,49.18,-0.15686
-4.97172,49.337,0
-4.97168,49.18,-0.15686
-4.97164,49.18,0
-4.9716,49.18,0
-4.97156,49.18,0
-4.97152,49.18,0
-4.97148,49.18,0
-4.97144,49.18,0
-4.9714,49.337,0
-4.97136,49.18,0
-4.97132,49.18,0
-4.97128,49.337,-0.15686
-4.97124,49.18,-0.15686
-4.9712,49.18,-0.15686
-4.97116,49.18,0
-4.97112,49.18,0
-4.97108,49.18,0
-4.97104,49.18,0
-4.971,49.18,0
-4.97096,49.18,0
-4.97092,49.18,0
-4.97088,49.18,-0.15686
-4.97084,49.18,-0.15686
-4.9708,49.18,-0.15686
-4.97076,49.18,-0.15686
-4.97072,49.18,-0.15686
-4.97068,49.18,-1.5686
-4.97064,49.337,0.15686
-4.9706,49.024,1.098
-4.97056,49.18,1.4118
-4.97052,49.18,1.5686
-4.97048,49.024,1.8824
-4.97044,49.18,2.0392
-4.9704,49.18,2.1961
-4.97036,49.18,2.5098
-4.97032,49.18,2.5098
-4.97028,49.024,2.6667
-4.97024,49.18,2.8235
-4.9702,49.18,2.9804
-4.97016,49.18,3.1373
-4.97012,49.18,3.1373
-4.97008,49.18,3.2941
-4.97004,48.867,3.2941
-4.97,49.18,3.2941
-4.96996,49.024,3.2941
-4.96992,49.024,3.2941
-4.96988,49.18,3.2941
-4.96984,49.024,3.2941
-4.9698,49.18,3.2941
-4.96976,49.024,3.2941
-4.96972,49.024,3.2941
-4.96968,49.18,3.1373
-4.96964,49.024,3.1373
-4.9696,49.18,2.9804
-4.96956,49.18,2.8235
-4.96952,49.024,2.8235
-4.96948,49.18,2.6667
-4.96944,49.024,2.5098
-4.9694,49.024,2.3529
-4.96936,49.024,2.1961
-4.96932,49.024,2.0392
-4.96928,49.024,1.8824
-4.96924,49.024,1.5686
-4.9692,48.867,1.5686
-4.96916,49.024,1.2549
-4.96912,49.024,0.94118
-4.96908,48.867,0.78431
-4.96904,49.024,0.47059
-4.969,49.024,0.15686
-4.96896,49.024,0
-4.96892,49.024,-0.15686
-4.96888,48.867,-0.31373
-4.96884,49.024,-0.31373
-4.9688,48.867,-0.31373
-4.96876,49.024,-0.15686
-4.96872,49.024,0
-4.96868,48.867,0
-4.96864,49.024,0
-4.9686,49.024,0
-4.96856,48.71,0
-4.96852,48.867,0
-4.96848,48.867,0
-4.96844,48.71,-0.15686
-4.9684,48.867,-0.15686
-4.96836,48.867,-0.15686
-4.96832,48.867,0
-4.96828,48.867,-0.15686
-4.96824,48.71,0
-4.9682,48.867,0
-4.96816,48.867,0
-4.96812,48.71,0
-4.96808,48.867,-0.15686
-4.96804,48.867,-0.15686
-4.968,48.867,0
-4.96796,48.867,-0.15686
-4.96792,48.71,-0.15686
-4.96788,48.867,-0.15686
-4.96784,48.71,-0.15686
-4.9678,48.71,0
-4.96776,48.71,-0.15686
-4.96772,48.71,0
-4.96768,48.71,0
-4.96764,48.867,0
-4.9676,48.71,0
-4.96756,48.71,0
-4.96752,48.71,-0.15686
-4.96748,48.71,-0.15686
-4.96744,48.71,-0.15686
-4.9674,48.71,-0.15686
-4.96736,48.553,0
-4.96732,48.71,0
-4.96728,48.553,1.2549
-4.96724,48.71,-0.15686
-4.9672,48.71,1.098
-4.96716,48.553,1.2549
-4.96712,48.71,1.7255
-4.96708,48.71,1.8824
-4.96704,48.71,2.0392
-4.967,48.71,2.3529
-4.96696,48.553,2.3529
-4.96692,48.71,2.6667
-4.96688,48.71,2.6667
-4.96684,48.553,2.8235
-4.9668,48.71,2.8235
-4.96676,48.553,2.8235
-4.96672,48.553,2.9804
-4.96668,48.71,3.1373
-4.96664,48.553,2.9804
-4.9666,48.553,3.1373
-4.96656,48.71,3.1373
-4.96652,48.553,3.1373
-4.96648,48.71,3.1373
-4.96644,48.553,2.9804
-4.9664,48.553,2.9804
-4.96636,48.553,2.9804
-4.96632,48.553,2.8235
-4.96628,48.553,2.8235
-4.96624,48.553,2.8235
-4.9662,48.553,2.6667
-4.96616,48.553,2.5098
-4.96612,48.553,2.3529
-4.96608,48.553,2.1961
-4.96604,48.553,2.1961
-4.966,48.396,1.8824
-4.96596,48.553,1.7255
-4.96592,48.553,1.5686
-4.96588,48.396,1.2549
-4.96584,48.553,1.098
-4.9658,48.553,0.78431
-4.96576,48.396,0.78431
-4.96572,48.553,0.47059
-4.96568,48.396,0.15686
-4.96564,48.553,0
-4.9656,48.553,-0.15686
-4.96556,48.396,-0.31373
-4.96552,48.553,-0.31373
-4.96548,48.396,-0.31373
-4.96544,48.396,-0.15686
-4.9654,48.553,-0.15686
-4.96536,48.396,0.15686
-4.96532,48.396,0
-4.96528,48.553,0
-4.96524,48.396,0
-4.9652,48.553,0
-4.96516,48.396,0
-4.96512,48.396,-0.15686
-4.96508,48.553,-0.15686
-4.96504,48.396,0
-4.965,48.396,-0.15686
-4.96496,48.553,0
-4.96492,48.239,0
-4.96488,48.396,0
-4.96484,48.396,0
-4.9648,48.396,0
-4.96476,48.396,0
-4.96472,48.396,0
-4.96468,48.239,-0.15686
-4.96464,48.396,-0.15686
-4.9646,48.396,0
-4.96456,48.396,0
-4.96452,48.396,0
-4.96448,48.396,0
-4.96444,48.396,0
-4.9644,48.396,0
-4.96436,48.396,0
-4.96432,48.396,0
-4.96428,48.239,0
-4.96424,48.396,0
-4.9642,48.396,0
-4.96416,48.396,0
-4.96412,48.396,0
-4.96408,48.396,0
-4.96404,48.396,0
-4.964,48.553,0
-4.96396,48.396,0
-4.96392,48.396,1.4118
-4.96388,48.396,0.62745
-4.96384,48.239,1.098
-4.9638,48.553,1.5686
-4.96376,48.396,1.7255
-4.96372,48.396,1.8824
-4.96368,48.396,2.0392
-4.96364,48.396,2.1961
-4.9636,48.396,2.3529
-4.96356,48.396,2.5098
-4.96352,48.396,2.6667
-4.96348,48.396,2.6667
-4.96344,48.396,2.8235
-4.9634,48.396,2.8235
-4.96336,48.396,2.9804
-4.96332,48.396,2.8235
-4.96328,48.553,2.9804
-4.96324,48.396,2.9804
-4.9632,48.396,2.9804
-4.96316,48.396,2.9804
-4.96312,48.396,2.9804
-4.96308,48.396,2.8235
-4.96304,48.396,2.9804
-4.963,48.396,2.8235
-4.96296,48.396,2.6667
-4.96292,48.396,2.6667
-4.96288,48.396,2.5098
-4.96284,48.553,2.5098
-4.9628,48.396,2.3529
-4.96276,48.396,2.1961
-4.96272,48.553,2.0392
-4.96268,48.396,1.8824
-4.96264,48.396,1.7255
-4.9626,48.553,1.5686
-4.96256,48.396,1.2549
-4.96252,48.553,1.098
-4.96248,48.396,0.78431
-4.96244,48.396,0.62745
-4.9624,48.553,0.31373
-4.96236,48.396,0.15686
-4.96232,48.553,-0.15686
-4.96228,48.553,-0.31373
-4.96224,48.396,-0.31373
-4.9622,48.553,-0.31373
-4.96216,48.553,-0.31373
