Model,RTH1004
SerialNumber,105703
Firmware Version,'1.80.3.4'

Acquisition Time Stamp,2024-02-19 12:50:08.898166757,2024-02-19 12:50:08.898166757
-4.99108,56.6353,7.3725
-4.99104,56.6353,7.3725
-4.991,56.6353,7.2157
-4.99096,56.3216,7.0588
-4.99092,56.6353,6.902
-4.99088,56.6353,6.7451
-4.99084,56.3216,6.5882
-4.9908,56.6353,6.4314
-4.99076,56.6353,6.2745
-4.99072,56.6353,6.1176
-4.99068,56.6353,5.9608
-4.99064,56.3216,5.6471
-4.9906,56.6353,5.3333
-4.99056,56.6353,5.1765
-4.99052,56.3216,4.8627
-4.99048,56.6353,4.549
-4.99044,56.3216,4.3922
-4.9904,56.6353,4.0784
-4.99036,56.6353,3.7647
-4.99032,56.3216,3.451
-4.99028,56.6353,3.1373
-4.99024,56.6353,2.8235
-4.9902,56.6353,2.5098
-4.99016,56.6353,2.0392
-4.99012,56.6353,1.7255
-4.99008,56.6353,1.4118
-4.99004,56.6353,0.94118
-4.99,56.6353,0.62745
-4.98996,56.6353,0.31373
-4.98992,56.6353,-0.15686
-4.98988,56.6353,-0.31373
-4.98984,56.6353,-0.47059
-4.9898,56.6353,-0.47059
-4.98976,56.6353,-0.31373
-4.98972,56.6353,-0.15686
-4.98968,56.6353,0
-4.98964,56.6353,0
-4.9896,56.6353,0.15686
-4.98956,56.6353,0.15686
-4.98952,56.6353,0
-4.98948,56.6353,0
-4.98944,56.6353,0
-4.9894,56.6353,-0.15686
-4.98936,56.6353,-0.15686
-4.98932,56.6353,-0.15686
-4.98928,56.6353,1.098
-4.98924,56.3216,0.15686
-4.9892,56.6353,1.2549
-4.98916,56.6353,1.7255
-4.98912,56.6353,2.5098
-4.98908,56.6353,2.6667
-4.98904,56.3216,3.1373
-4.989,56.6353,3.451
-4.98896,56.6353,3.7647
-4.98892,56.6353,4.2353
-4.98888,56.6353,4.549
-4.98884,56.6353,4.8627
-4.9888,56.6353,5.0196
-4.98876,56.6353,5.3333
-4.98872,56.6353,5.6471
-4.98868,56.6353,5.8039
-4.98864,56.6353,6.1176
-4.9886,56.3216,6.2745
-4.98856,56.6353,6.4314
-4.98852,56.6353,6.5882
-4.98848,56.3216,6.7451
-4.98844,56.6353,6.902
-4.9884,56.6353,7.0588
-4.98836,56.6353,7.2157
-4.98832,56.6353,7.2157
-4.98828,56.3216,7.3725
-4.98824,56.6353,7.3725
-4.9882,56.6353,7.5294
-4.98816,56.3216,7.5294
-4.98812,56.3216,7.5294
-4.98808,56.3216,7.5294
-4.98804,56.3216,7.6863
-4.988,56.6353,7.6863
-4.98796,56.3216,7.5294
-4.98792,56.3216,7.6863
-4.98788,56.3216,7.5294
-4.98784,56.3216,7.5294
-4.9878,56.6353,7.3725
-4.98776,56.3216,7.2157
-4.98772,56.3216,7.2157
-4.98768,56.6353,7.2157
-4.98764,56.3216,7.0588
-4.9876,56.3216,6.7451
-4.98756,56.3216,6.7451
-4.98752,56.3216,6.4314
-4.98748,56.3216,6.2745
-4.98744,56.3216,6.2745
-4.9874,56.3216,5.9608
-4.98736,56.3216,5.8039
-4.98732,56.3216,5.6471
-4.98728,56.3216,5.3333
-4.98724,56.3216,5.1765
-4.9872,56.3216,4.8627
-4.98716,56.6353,4.549
-4.98712,56.3216,4.2353
-4.98708,56.3216,3.9216
-4.98704,56.3216,3.7647
-4.987,56.3216,3.451
-4.98696,56.3216,3.1373
-4.98692,56.3216,2.8235
-4.98688,56.3216,2.3529
-4.98684,56.3216,2.0392
-4.9868,56.3216,1.7255
-4.98676,56.3216,1.2549
-4.98672,56.3216,0.94118
-4.98668,56.3216,0.62745
-4.98664,56.3216,0.15686
-4.9866,56.3216,-0.15686
-4.98656,56.3216,-0.31373
-4.98652,56.3216,-0.47059
-4.98648,56.3216,-0.47059
-4.98644,56.3216,-0.31373
-4.9864,56.3216,-0.15686
-4.98636,56.3216,0
-4.98632,56.3216,0
-4.98628,56.3216,0
-4.98624,56.3216,0.15686
-4.9862,56.3216,0
-4.98616,56.3216,0
-4.98612,56.3216,-0.15686
-4.98608,56.3216,-0.15686
-4.98604,56.3216,-0.15686
-4.986,56.3216,-0.15686
-4.98596,56.0078,4.549
-4.98592,56.0078,0.15686
-4.98588,56.3216,1.2549
-4.98584,56.3216,1.8824
-4.9858,56.3216,1.8824
-4.98576,56.3216,2.3529
-4.98572,56.3216,2.6667
-4.98568,56.3216,2.9804
-4.98564,56.3216,3.451
-4.9856,56.3216,3.9216
-4.98556,56.3216,4.0784
-4.98552,56.3216,4.3922
-4.98548,56.3216,4.7059
-4.98544,56.3216,5.0196
-4.9854,56.3216,5.3333
-4.98536,56.3216,5.4902
-4.98532,56.3216,5.6471
-4.98528,56.0078,5.9608
-4.98524,56.3216,6.1176
-4.9852,56.3216,6.2745
-4.98516,56.0078,6.4314
-4.98512,56.3216,6.5882
-4.98508,56.3216,6.7451
-4.98504,56.3216,6.902
-4.985,56.3216,6.902
-4.98496,56.3216,7.0588
-4.98492,56.3216,7.2157
-4.98488,56.3216,7.2157
-4.98484,56.3216,7.2157
-4.9848,56.3216,7.3725
-4.98476,56.3216,7.3725
-4.98472,56.3216,7.3725
-4.98468,56.3216,7.3725
-4.98464,56.3216,7.3725
-4.9846,56.3216,7.3725
-4.98456,56.3216,7.2157
-4.98452,56.6353,7.0588
-4.98448,56.3216,7.0588
-4.98444,56.3216,7.0588
-4.9844,56.3216,6.902
-4.98436,56.3216,6.902
-4.98432,56.6353,6.7451
-4.98428,56.3216,6.5882
-4.98424,56.3216,6.4314
-4.9842,56.3216,6.2745
-4.98416,56.3216,6.1176
-4.98412,56.3216,5.9608
-4.98408,56.3216,5.8039
-4.98404,56.3216,5.6471
-4.984,56.3216,5.3333
-4.98396,56.3216,5.1765
-4.98392,56.3216,4.8627
-4.98388,56.3216,4.7059
-4.98384,56.3216,4.3922
-4.9838,56.3216,4.0784
-4.98376,56.3216,3.9216
-4.98372,56.3216,3.6078
-4.98368,56.3216,3.2941
-4.98364,56.3216,2.9804
-4.9836,56.3216,2.6667
-4.98356,56.3216,2.3529
-4.98352,56.3216,2.0392
-4.98348,56.3216,1.7255
-4.98344,56.3216,1.4118
-4.9834,56.3216,0.94118
-4.98336,56.3216,0.62745
-4.98332,56.3216,0.31373
-4.98328,56.3216,-0.15686
-4.98324,56.3216,-0.31373
-4.9832,56.3216,-0.47059
-4.98316,56.3216,-0.47059
-4.98312,56.3216,-0.31373
-4.98308,56.3216,-0.15686
-4.98304,56.3216,0
-4.983,56.3216,0.15686
-4.98296,56.3216,0.15686
-4.98292,56.3216,0
-4.98288,56.3216,0.15686
-4.98284,56.3216,0
-4.9828,56.3216,-0.15686
-4.98276,56.3216,-0.15686
-4.98272,56.3216,-0.15686
-4.98268,56.3216,-0.15686
-4.98264,56.6353,-0.15686
-4.9826,56.3216,1.2549
-4.98256,56.3216,0
-4.98252,56.6353,0.31373
-4.98248,56.3216,1.5686
-4.98244,56.6353,2.5098
-4.9824,56.3216,2.6667
-4.98236,56.6353,3.1373
-4.98232,56.6353,3.6078
-4.98228,56.3216,3.9216
-4.98224,56.6353,4.2353
-4.9822,56.6353,4.549
-4.98216,56.3216,4.7059
-4.98212,56.6353,5.0196
-4.98208,56.3216,5.3333
-4.98204,56.3216,5.4902
-4.982,56.6353,5.8039
-4.98196,56.6353,5.9608
-4.98192,56.3216,6.1176
-4.98188,56.6353,6.2745
-4.98184,56.3216,6.4314
-4.9818,56.6353,6.5882
-4.98176,56.3216,6.7451
-4.98172,56.3216,6.902
-4.98168,56.6353,7.2157
-4.98164,56.6353,7.2157
-4.9816,56.6353,7.3725
-4.98156,56.6353,7.3725
-4.98152,56.6353,7.3725
-4.98148,56.6353,7.5294
-4.98144,56.6353,7.5294
-4.9814,56.6353,7.5294
-4.98136,56.6353,7.5294
-4.98132,56.6353,7.6863
-4.98128,56.6353,7.5294
-4.98124,56.6353,7.5294
-4.9812,56.6353,7.5294
-4.98116,56.6353,7.3725
-4.98112,56.6353,7.3725
-4.98108,56.6353,7.3725
-4.98104,56.6353,7.2157
-4.981,56.6353,7.2157
-4.98096,56.6353,7.0588
-4.98092,56.6353,6.902
-4.98088,56.6353,6.7451
-4.98084,56.6353,6.5882
-4.9808,56.6353,6.4314
-4.98076,56.6353,6.2745
-4.98072,56.6353,5.9608
-4.98068,56.6353,5.8039
-4.98064,56.6353,5.6471
-4.9806,56.6353,5.3333
-4.98056,56.6353,5.1765
-4.98052,56.6353,4.8627
-4.98048,56.6353,4.7059
-4.98044,56.6353,4.3922
-4.9804,56.949,4.0784
-4.98036,56.6353,3.7647
-4.98032,56.6353,3.451
-4.98028,56.949,3.1373
-4.98024,56.6353,2.8235
-4.9802,56.949,2.5098
-4.98016,56.6353,2.1961
-4.98012,56.6353,1.8824
-4.98008,56.949,1.4118
-4.98004,56.6353,1.098
-4.98,56.6353,0.62745
-4.97996,56.949,0.31373
-4.97992,57.2627,0
-4.97988,57.5765,-0.15686
-4.97984,57.2627,-0.47059
-4.9798,56.6353,-0.31373
-4.97976,56.6353,-0.31373
-4.97972,56.6353,-0.15686
-4.97968,56.949,0
-4.97964,56.949,0
-4.9796,56.949,0.15686
-4.97956,56.949,0.15686
-4.97952,56.949,0
-4.97948,56.949,0
-4.97944,56.949,0
-4.9794,56.949,-0.15686
-4.97936,56.949,-0.15686
-4.97932,56.949,-0.15686
-4.97928,56.949,-12.706
-4.97924,56.949,0.31373
-4.9792,56.949,1.2549
-4.97916,56.949,1.8824
-4.97912,56.949,2.0392
-4.97908,56.949,2.3529
-4.97904,56.949,2.6667
-4.979,56.949,3.1373
-4.97896,56.949,3.6078
-4.97892,56.949,3.9216
-4.97888,56.949,4.2353
-4.97884,56.949,4.549
-4.9788,56.949,4.7059
-4.97876,56.949,5.0196
-4.97872,56.949,5.3333
-4.97868,56.949,5.4902
-4.97864,56.949,5.6471
-4.9786,56.949,5.9608
-4.97856,56.949,6.1176
-4.97852,56.949,6.2745
-4.97848,56.949,6.4314
-4.97844,56.949,6.5882
-4.9784,56.949,6.7451
-4.97836,56.949,6.902
-4.97832,56.949,7.0588
-4.97828,56.949,7.0588
-4.97824,56.949,7.0588
-4.9782,56.949,7.2157
-4.97816,56.949,7.2157
-4.97812,56.949,7.3725
-4.97808,56.949,7.3725
-4.97804,57.2627,7.3725
-4.978,56.949,7.3725
-4.97796,56.949,7.3725
-4.97792,56.949,7.3725
-4.97788,56.949,7.2157
-4.97784,56.949,7.2157
-4.9778,56.949,7.2157
-4.97776,56.949,7.0588
-4.97772,56.949,6.902
-4.97768,56.949,6.902
-4.97764,56.949,6.7451
-4.9776,56.949,6.5882
-4.97756,56.949,6.4314
-4.97752,56.949,6.2745
-4.97748,56.949,6.2745
-4.97744,56.949,5.9608
-4.9774,56.949,5.8039
-4.97736,56.949,5.4902
-4.97732,56.949,5.4902
-4.97728,56.949,5.1765
-4.97724,56.949,4.8627
-4.9772,56.949,4.7059
-4.97716,56.949,4.3922
-4.97712,56.949,4.2353
-4.97708,56.949,3.9216
-4.97704,56.949,3.6078
-4.977,56.949,3.2941
-4.97696,56.949,2.9804
-4.97692,56.949,2.6667
-4.97688,56.949,2.3529
-4.97684,56.949,2.0392
-4.9768,56.949,1.5686
-4.97676,56.949,1.2549
-4.97672,56.6353,0.94118
-4.97668,56.6353,0.62745
-4.97664,56.949,0.15686
-4.9766,56.6353,-0.15686
-4.97656,56.949,-0.31373
-4.97652,56.949,-0.47059
-4.97648,56.949,-0.31373
-4.97644,56.949,-0.31373
-4.9764,56.949,-0.15686
-4.97636,56.6353,0
-4.97632,56.949,0.15686
-4.97628,56.6353,0.15686
-4.97624,56.949,0.15686
-4.9762,56.949,0
-4.97616,56.6353,0
-4.97612,56.949,-0.15686
-4.97608,56.949,-0.15686
-4.97604,56.6353,0
-4.976,56.949,-0.15686
-4.97596,56.6353,0
-4.97592,56.6353,1.2549
-4.97588,56.949,0.15686
-4.97584,56.6353,2.0392
-4.9758,56.949,1.7255
-4.97576,56.6353,2.3529
-4.97572,56.6353,2.6667
-4.97568,56.949,3.1373
-4.97564,56.6353,3.451
-4.9756,56.949,3.7647
-4.97556,56.949,4.0784
-4.97552,56.6353,4.3922
-4.97548,56.949,4.7059
-4.97544,56.6353,4.8627
-4.9754,56.6353,5.1765
-4.97536,56.6353,5.3333
-4.97532,56.6353,5.6471
-4.97528,56.6353,5.8039
-4.97524,56.6353,6.1176
-4.9752,56.6353,6.2745
-4.97516,56.6353,6.4314
-4.97512,56.6353,6.4314
-4.97508,56.6353,6.5882
-4.97504,56.6353,6.7451
-4.975,56.6353,6.902
-4.97496,56.6353,7.0588
-4.97492,56.6353,7.0588
-4.97488,56.6353,7.2157
-4.97484,56.6353,7.2157
-4.9748,56.6353,7.2157
-4.97476,56.6353,7.2157
-4.97472,56.6353,7.2157
-4.97468,56.6353,7.3725
-4.97464,56.6353,7.3725
-4.9746,56.6353,7.2157
-4.97456,56.3216,7.2157
-4.97452,56.6353,7.2157
-4.97448,56.6353,7.0588
-4.97444,56.6353,7.0588
-4.9744,56.6353,6.902
-4.97436,56.6353,6.902
-4.97432,56.6353,6.7451
-4.97428,56.6353,6.5882
-4.97424,56.6353,6.5882
-4.9742,56.6353,6.2745
-4.97416,56.6353,6.1176
-4.97412,56.3216,5.9608
-4.97408,56.6353,5.8039
-4.97404,56.6353,5.8039
-4.974,56.6353,5.3333
-4.97396,56.6353,5.1765
-4.97392,56.3216,5.0196
-4.97388,56.6353,4.7059
-4.97384,56.6353,4.549
-4.9738,56.3216,4.2353
-4.97376,56.6353,3.9216
-4.97372,56.3216,3.7647
-4.97368,56.3216,3.451
-4.97364,56.6353,3.1373
-4.9736,56.3216,2.8235
-4.97356,56.6353,2.5098
-4.97352,56.6353,2.1961
-4.97348,56.6353,1.7255
-4.97344,56.6353,1.4118
-4.9734,56.3216,1.098
-4.97336,56.3216,0.62745
-4.97332,56.6353,0.31373
-4.97328,56.6353,0
-4.97324,56.6353,-0.15686
-4.9732,56.6353,-0.31373
-4.97316,56.3216,-0.31373
-4.97312,56.6353,-0.31373
-4.97308,56.6353,-0.15686
-4.97304,56.3216,-0.15686
-4.973,56.6353,0.15686
-4.97296,56.3216,0.15686
-4.97292,56.6353,0.15686
-4.97288,56.6353,0
-4.97284,56.3216,0
-4.9728,56.6353,0
-4.97276,56.6353,-0.15686
-4.97272,56.3216,-0.15686
-4.97268,56.6353,0
-4.97264,56.6353,0
-4.9726,56.6353,0
-4.97256,56.6353,0.47059
-4.97252,56.3216,0.78431
-4.97248,56.6353,1.5686
-4.97244,56.6353,1.8824
-4.9724,56.6353,2.1961
-4.97236,56.6353,2.6667
-4.97232,56.6353,2.8235
-4.97228,56.6353,3.2941
-4.97224,56.6353,3.6078
-4.9722,56.6353,3.9216
-4.97216,56.6353,4.2353
-4.97212,56.6353,4.549
-4.97208,56.6353,4.7059
-4.97204,56.6353,5.0196
-4.972,56.6353,5.1765
-4.97196,56.6353,5.3333
-4.97192,56.6353,5.6471
-4.97188,56.6353,5.8039
-4.97184,56.6353,5.9608
-4.9718,56.6353,6.1176
-4.97176,56.6353,6.2745
-4.97172,56.6353,6.4314
-4.97168,56.6353,6.4314
-4.97164,56.6353,6.7451
-4.9716,56.6353,6.7451
-4.97156,56.6353,6.902
-4.97152,56.6353,6.902
-4.97148,56.6353,7.0588
-4.97144,56.6353,7.0588
-4.9714,56.6353,7.0588
-4.97136,56.6353,7.0588
-4.97132,56.6353,7.0588
-4.97128,56.6353,7.0588
-4.97124,56.6353,7.0588
-4.9712,56.6353,6.902
-4.97116,56.6353,6.902
-4.97112,56.6353,6.7451
-4.97108,56.6353,6.7451
-4.97104,56.6353,6.7451
-4.971,56.6353,6.5882
-4.97096,56.949,6.4314
-4.97092,56.6353,6.2745
-4.97088,56.6353,6.1176
-4.97084,56.6353,5.9608
-4.9708,56.6353,5.8039
-4.97076,56.949,5.6471
-4.97072,56.6353,5.4902
-4.97068,56.6353,5.3333
-4.97064,56.949,5.1765
-4.9706,56.6353,4.8627
-4.97056,56.6353,4.7059
-4.97052,56.6353,4.549
-4.97048,56.6353,4.0784
-4.97044,56.949,3.9216
-4.9704,56.6353,3.6078
-4.97036,56.6353,3.2941
-4.97032,56.949,3.1373
-4.97028,56.6353,2.8235
-4.97024,56.6353,2.5098
-4.9702,56.949,2.0392
-4.97016,56.6353,1.7255
-4.97012,56.949,1.4118
-4.97008,56.949,1.098
-4.97004,56.949,0.78431
-4.97,56.949,0.31373
-4.96996,56.6353,-0.15686
-4.96992,56.949,-0.15686
-4.96988,56.949,-0.31373
-4.96984,56.949,-0.47059
-4.9698,56.949,-0.31373
-4.96976,56.949,-0.15686
-4.96972,56.949,0
-4.96968,56.949,0
-4.96964,56.949,0.15686
-4.9696,56.949,0.15686
-4.96956,56.949,0.15686
-4.96952,56.949,0
-4.96948,56.949,0
-4.96944,56.949,-0.15686
-4.9694,56.949,-0.15686
-4.96936,56.949,-0.15686
-4.96932,56.949,-0.15686
-4.96928,56.949,0
-4.96924,57.2627,0
-4.9692,56.949,1.098
-4.96916,56.949,0.31373
-4.96912,56.949,2.9804
-4.96908,56.949,1.7255
-4.96904,57.2627,2.6667
-4.969,56.949,2.6667
-4.96896,56.949,3.2941
-4.96892,56.949,3.451
-4.96888,56.949,3.7647
-4.96884,56.949,4.0784
-4.9688,56.949,4.3922
-4.96876,56.949,4.7059
-4.96872,57.2627,4.8627
-4.96868,56.949,5.1765
-4.96864,56.949,5.3333
-4.9686,57.2627,5.4902
-4.96856,56.949,5.8039
-4.96852,57.2627,5.9608
-4.96848,56.949,6.1176
-4.96844,56.949,6.2745
-4.9684,57.2627,6.2745
-4.96836,56.949,6.4314
-4.96832,56.949,6.5882
-4.96828,57.2627,6.7451
-4.96824,57.2627,6.7451
-4.9682,57.2627,6.902
-4.96816,57.2627,6.902
-4.96812,56.949,7.0588
-4.96808,57.2627,6.902
-4.96804,57.2627,6.902
-4.968,56.949,7.0588
-4.96796,57.2627,6.902
-4.96792,56.949,6.902
-4.96788,57.2627,6.902
-4.96784,57.2627,6.902
-4.9678,57.2627,6.902
-4.96776,57.2627,6.7451
-4.96772,57.2627,6.5882
-4.96768,57.2627,6.5882
-4.96764,57.2627,6.4314
-4.9676,57.2627,6.2745
-4.96756,57.2627,6.1176
-4.96752,57.2627,6.1176
-4.96748,57.2627,5.9608
-4.96744,57.2627,5.6471
-4.9674,57.2627,5.4902
-4.96736,57.2627,5.3333
-4.96732,57.2627,5.1765
-4.96728,56.949,4.8627
-4.96724,57.2627,4.7059
-4.9672,57.2627,4.3922
-4.96716,57.2627,4.2353
-4.96712,57.5765,3.9216
-4.96708,57.2627,3.6078
-4.96704,57.2627,3.451
-4.967,57.2627,3.1373
-4.96696,57.2627,2.8235
-4.96692,57.2627,2.5098
-4.96688,57.2627,2.1961
-4.96684,57.2627,1.8824
-4.9668,57.2627,1.5686
-4.96676,57.2627,1.098
-4.96672,57.2627,0.78431
-4.96668,57.2627,0.31373
-4.96664,57.2627,0
-4.9666,57.2627,-0.15686
-4.96656,57.2627,-0.31373
-4.96652,57.2627,-0.31373
-4.96648,57.2627,-0.31373
-4.96644,57.2627,-0.31373
-4.9664,57.2627,-0.15686
-4.96636,57.2627,0
-4.96632,57.2627,0.15686
-4.96628,57.2627,0.15686
-4.96624,57.2627,0.15686
-4.9662,57.2627,0
-4.96616,57.2627,0
-4.96612,57.2627,-0.15686
-4.96608,57.2627,-0.15686
-4.96604,57.2627,-0.15686
-4.966,57.2627,-0.15686
-4.96596,57.2627,0
-4.96592,57.2627,0
-4.96588,57.2627,2.9804
-4.96584,57.2627,0.47059
-4.9658,57.2627,1.4118
-4.96576,57.2627,1.8824
-4.96572,57.2627,2.1961
-4.96568,57.2627,2.6667
-4.96564,57.2627,2.8235
-4.9656,57.2627,3.2941
-4.96556,57.2627,3.6078
-4.96552,57.2627,3.9216
-4.96548,57.2627,4.0784
-4.96544,57.2627,4.549
-4.9654,57.2627,4.7059
-4.96536,57.2627,5.0196
-4.96532,57.2627,5.1765
-4.96528,57.2627,5.3333
