Model,RTH1004
SerialNumber,105703
Firmware Version,'1.80.3.4'

Acquisition Time Stamp,2024-02-19 12:50:08.898166757,2024-02-19 12:50:08.898166757
Waveform Type,ANALOG,
Acquisition Mode,SAMPLE,
Horizontal Unit,s,
Horizontal Scale,0.5,
Horizontal Position,-2.5,
Reference Point,50 %,
Sample Interval,4e-05,
Record Length,125000,
Probe Setting,'1:1','0.1 V/A'
Vertical Unit,V,A
Vertical Scale,40,10
Vertical Position,-3.02,0
Vertical Offset,0,0
History Index,0,0
History Time Stamp,0.000000000000,0.000000000000
,,
TIME,CH1,CH2
-4.98636,-1.55294,0
-4.98632,-1.55294,0
-4.98628,-1.55294,-0.15686
-4.98624,-1.55294,0
-4.9862,-1.55294,-0.15686
-4.98616,-1.55294,0
-4.98612,-1.55294,-0.15686
-4.98608,-1.55294,0
-4.98604,-1.55294,0
-4.986,-1.55294,0
-4.98596,-1.55294,-0.15686
-4.98592,-1.55294,0
-4.98588,-1.55294,-0.15686
-4.98584,-1.55294,-0.15686
-4.9858,-1.55294,-0.15686
-4.98576,-1.55294,-0.15686
-4.98572,-1.55294,0
-4.98568,-1.55294,0
-4.98564,-1.55294,-0.15686
-4.9856,-1.55294,0
-4.98556,-1.55294,-0.15686
-4.98552,-1.55294,-0.15686
-4.98548,-1.55294,0
-4.98544,-1.55294,-0.15686
-4.9854,-1.55294,-0.15686
-4.98536,-1.55294,-0.15686
-4.98532,-1.55294,0
-4.98528,-1.55294,0
-4.98524,-1.55294,0
-4.9852,-1.55294,-0.15686
-4.98516,-1.55294,0
-4.98512,-1.55294,0
-4.98508,-1.55294,0
-4.98504,-1.55294,0
-4.985,-1.55294,-0.15686
-4.98496,-1.55294,0
-4.98492,-1.55294,0
-4.98488,-1.55294,0
-4.98484,-1.55294,0
-4.9848,-1.55294,0
-4.98476,-1.55294,-0.15686
-4.98472,-1.55294,0
-4.98468,-1.55294,0
-4.98464,-1.55294,0
-4.9846,-1.55294,0
-4.98456,-1.55294,0
-4.98452,-1.55294,0
-4.98448,-1.55294,0
-4.98444,-1.55294,-0.15686
-4.9844,-1.55294,0
-4.98436,-1.55294,0
-4.98432,-1.55294,0
-4.98428,-1.55294,0
-4.98424,-1.55294,0
-4.9842,-1.55294,0
-4.98416,-1.55294,0
-4.98412,-1.55294,0
-4.98408,-1.55294,-0.15686
-4.98404,-1.55294,0
-4.984,-1.55294,0
-4.98396,-1.55294,0
-4.98392,-1.55294,0
-4.98388,-2.18039,0
-4.98384,-1.55294,0
-4.9838,-1.55294,0
-4.98376,-1.55294,-0.15686
-4.98372,-1.55294,0
-4.98368,-1.55294,0
-4.98364,-1.55294,0
-4.9836,-1.55294,0
-4.98356,-1.55294,0
-4.98352,-1.55294,0
-4.98348,-1.55294,0
-4.98344,-1.55294,0
-4.9834,-1.55294,0
-4.98336,-1.55294,0
-4.98332,-1.55294,0
-4.98328,-1.55294,0
-4.98324,-1.55294,0
-4.9832,-1.55294,0
-4.98316,-1.55294,0
-4.98312,-1.55294,0
-4.98308,-1.55294,0
-4.98304,-1.55294,0
-4.983,-1.55294,0
-4.98296,-1.55294,0
-4.98292,-1.55294,-0.15686
-4.98288,-1.55294,0
-4.98284,-1.55294,0
-4.9828,-1.55294,0
-4.98276,-1.55294,0
-4.98272,-1.55294,0
-4.98268,-1.55294,0
-4.98264,-1.55294,0
-4.9826,-1.55294,0
-4.98256,-1.55294,0
-4.98252,-1.55294,0
-4.98248,-1.55294,0
-4.98244,-1.55294,0
-4.9824,-1.55294,-0.15686
-4.98236,-1.55294,0
-4.98232,-1.55294,0
-4.98228,-1.55294,0
-4.98224,-1.55294,0
-4.9822,-1.55294,0
-4.98216,-1.55294,0
-4.98212,-1.55294,0
-4.98208,-1.55294,0
-4.98204,-1.55294,0
-4.982,-1.55294,0
-4.98196,-1.55294,0
-4.98192,-1.55294,0
-4.98188,-1.55294,0
-4.98184,-1.55294,0
-4.9818,-1.55294,0
-4.98176,-1.55294,0
-4.98172,-1.55294,0
-4.98168,-1.55294,0
-4.98164,-1.55294,-0.15686
-4.9816,-1.55294,0
-4.98156,-1.55294,0
-4.98152,-1.55294,0
-4.98148,-1.55294,0
-4.98144,-1.55294,0
-4.9814,-1.55294,0
-4.98136,-1.55294,0
-4.98132,-1.55294,0
-4.98128,-1.55294,0
-4.98124,-1.55294,0
-4.9812,-1.55294,0
-4.98116,-1.55294,0
-4.98112,-1.55294,0
-4.98108,-1.55294,0
-4.98104,-1.55294,0
-4.981,-1.55294,0
-4.98096,-1.55294,0
-4.98092,-1.55294,0
-4.98088,-1.55294,0
-4.98084,-1.55294,0
-4.9808,-1.55294,0
-4.98076,-1.55294,0
-4.98072,-1.55294,0
-4.98068,-1.55294,0
-4.98064,-1.55294,0
-4.9806,-1.55294,0
-4.98056,-1.55294,0
-4.98052,-1.55294,0
-4.98048,-1.55294,0
-4.98044,-1.55294,0
-4.9804,-1.55294,0
-4.98036,-1.55294,0
-4.98032,-1.55294,0
-4.98028,-1.55294,0
-4.98024,-1.55294,0
-4.9802,-1.55294,0
-4.98016,-1.55294,0
-4.98012,-1.55294,0
-4.98008,-1.55294,0
-4.98004,-1.55294,0
-4.98,-1.55294,-0.15686
-4.97996,-1.55294,0
-4.97992,-1.55294,-0.15686
-4.97988,-1.55294,0
-4.97984,-1.55294,0
-4.9798,-1.55294,0
-4.97976,-1.55294,0
-4.97972,-1.55294,0
-4.97968,-1.55294,0
-4.97964,-1.55294,0
-4.9796,-1.55294,0
-4.97956,-1.55294,0
-4.97952,-1.55294,0
-4.97948,-1.55294,0
-4.97944,-1.55294,0
-4.9794,-1.55294,0
-4.97936,-1.55294,0
-4.97932,-1.55294,0
-4.97928,-1.55294,0
-4.97924,-1.55294,-0.15686
-4.9792,-1.55294,-0.15686
-4.97916,-1.55294,-0.15686
-4.97912,-1.55294,-0.15686
-4.97908,-1.55294,-0.15686
-4.97904,-1.55294,0
-4.979,-1.55294,-0.15686
-4.97896,-1.55294,-0.15686
-4.97892,-1.55294,-0.15686
-4.97888,-1.55294,0
-4.97884,-1.55294,0
-4.9788,-1.55294,0
-4.97876,-1.55294,0
-4.97872,-1.55294,0
-4.97868,-1.55294,0
-4.97864,-1.55294,0
-4.9786,-1.55294,0
-4.97856,-1.55294,0
-4.97852,-1.55294,0
-4.97848,-1.55294,0
-4.97844,-1.55294,0
-4.9784,-1.55294,0
-4.97836,-1.55294,0
-4.97832,-1.55294,0
-4.97828,-1.55294,0
-4.97824,-1.55294,0
-4.9782,-1.55294,0
-4.97816,-1.55294,0
-4.97812,-1.55294,0
-4.97808,-1.55294,0
-4.97804,-1.55294,0
-4.978,-1.55294,0
-4.97796,-1.55294,0
-4.97792,-1.55294,0
-4.97788,-1.55294,0
-4.97784,-1.55294,0
-4.9778,-1.55294,0
-4.97776,-1.55294,0
-4.97772,-1.55294,0
-4.97768,-1.55294,0
-4.97764,-1.55294,-0.15686
-4.9776,-1.55294,-0.15686
-4.97756,-1.55294,0
-4.97752,-1.55294,0
-4.97748,-1.55294,0
-4.97744,-1.55294,-0.15686
-4.9774,-1.55294,-0.15686
-4.97736,-1.55294,-0.15686
-4.97732,-1.55294,-0.15686
-4.97728,-1.55294,0
-4.97724,-1.55294,0
-4.9772,-1.55294,0
-4.97716,-1.55294,0
-4.97712,-1.55294,0
-4.97708,-1.55294,0
-4.97704,-1.55294,0
